"","X.3","X.2","X.1","X","source_desc","sector_desc","group_desc","commodity_desc","class_desc","prodn_practice_desc","util_practice_desc","statisticcat_desc","unit_desc","short_desc","domain_desc","domaincat_desc","agg_level_desc","state_ansi","state_fips_code","state_alpha","state_name","asd_code","asd_desc","county_ansi","county_code","county_name","region_desc","zip_5","watershed_code","watershed_desc","congr_district_code","country_code","country_name","location_desc","year","freq_desc","begin_code","end_code","reference_period_desc","week_ending","load_time","Value","CV....","value"
"1408",55910,559,559,10022,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2005,"WEEKLY",35,35,"WEEK #35","2005-09-04","2014-11-01 00:00:00",1.6,NA,1.6
"1409",56010,560,560,10023,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2005,"WEEKLY",36,36,"WEEK #36","2005-09-11","2014-11-01 00:00:00",4.6,NA,4.6
"1410",56110,561,561,10024,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2005,"WEEKLY",37,37,"WEEK #37","2005-09-18","2014-11-01 00:00:00",6.9,NA,6.9
"1411",56210,562,562,10025,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2005,"WEEKLY",38,38,"WEEK #38","2005-09-25","2014-11-01 00:00:00",5,NA,5
"1447",59810,598,598,10061,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2004,"WEEKLY",35,35,"WEEK #35","2004-08-29","2014-11-01 00:00:00",6.1,NA,6.1
"1448",59910,599,599,10062,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2004,"WEEKLY",36,36,"WEEK #36","2004-09-05","2014-11-01 00:00:00",6.1,NA,6.1
"1449",60010,600,600,10063,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2004,"WEEKLY",37,37,"WEEK #37","2004-09-12","2014-11-01 00:00:00",7,NA,7
"1450",60110,601,601,10064,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2004,"WEEKLY",38,38,"WEEK #38","2004-09-19","2014-11-01 00:00:00",7,NA,7
"1486",63710,637,637,10100,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2003,"WEEKLY",35,35,"WEEK #35","2003-08-31","2014-11-01 00:00:00",5.1,NA,5.1
"1487",63810,638,638,10101,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2003,"WEEKLY",36,36,"WEEK #36","2003-09-07","2014-11-01 00:00:00",4,NA,4
"1488",63910,639,639,10102,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2003,"WEEKLY",37,37,"WEEK #37","2003-09-14","2014-11-01 00:00:00",3.9,NA,3.9
"1489",64010,640,640,10103,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2003,"WEEKLY",38,38,"WEEK #38","2003-09-21","2014-11-01 00:00:00",5,NA,5
"1525",67610,676,676,10139,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2002,"WEEKLY",35,35,"WEEK #35","2002-09-01","2014-11-01 00:00:00",5.7,NA,5.7
"1526",67710,677,677,10140,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2002,"WEEKLY",36,36,"WEEK #36","2002-09-08","2014-11-01 00:00:00",5.7,NA,5.7
"1527",67810,678,678,10141,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2002,"WEEKLY",37,37,"WEEK #37","2002-09-15","2014-11-01 00:00:00",7,NA,7
"1528",67910,679,679,10142,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2002,"WEEKLY",38,38,"WEEK #38","2002-09-22","2014-11-01 00:00:00",5.7,NA,5.7
"1561",71210,712,712,10175,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2001,"WEEKLY",35,35,"WEEK #35","2001-09-02","2014-11-01 00:00:00",6.8,NA,6.8
"1562",71310,713,713,10176,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2001,"WEEKLY",36,36,"WEEK #36","2001-09-09","2014-11-01 00:00:00",6.9,NA,6.9
"1563",71410,714,714,10177,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2001,"WEEKLY",37,37,"WEEK #37","2001-09-16","2014-11-01 00:00:00",6,NA,6
"1564",71510,715,715,10178,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2001,"WEEKLY",38,38,"WEEK #38","2001-09-23","2014-11-01 00:00:00",6.4,NA,6.4
"1601",75210,752,752,10215,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2000,"WEEKLY",35,35,"WEEK #35","2000-09-03","2014-11-01 00:00:00",7,NA,7
"1602",75310,753,753,10216,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2000,"WEEKLY",36,36,"WEEK #36","2000-09-10","2014-11-01 00:00:00",7,NA,7
"1603",75410,754,754,10217,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2000,"WEEKLY",37,37,"WEEK #37","2000-09-17","2014-11-01 00:00:00",7,NA,7
"1604",75510,755,755,10218,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",2000,"WEEKLY",38,38,"WEEK #38","2000-09-24","2014-11-01 00:00:00",7,NA,7
"1640",79110,791,791,10254,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1999,"WEEKLY",35,35,"WEEK #35","1999-09-05","2014-11-01 00:00:00",6.9,NA,6.9
"1641",79210,792,792,10255,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1999,"WEEKLY",36,36,"WEEK #36","1999-09-12","2014-11-01 00:00:00",6.7,NA,6.7
"1642",79310,793,793,10256,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1999,"WEEKLY",37,37,"WEEK #37","1999-09-19","2014-11-01 00:00:00",5.5,NA,5.5
"1643",79410,794,794,10257,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1999,"WEEKLY",38,38,"WEEK #38","1999-09-26","2014-11-01 00:00:00",3.6,NA,3.6
"1678",82910,829,829,10292,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1998,"WEEKLY",35,35,"WEEK #35","1998-08-30","2014-11-01 00:00:00",6.3,NA,6.3
"1679",83010,830,830,10293,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1998,"WEEKLY",36,36,"WEEK #36","1998-09-06","2014-11-01 00:00:00",6.3,NA,6.3
"1680",83110,831,831,10294,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1998,"WEEKLY",37,37,"WEEK #37","1998-09-13","2014-11-01 00:00:00",6.9,NA,6.9
"1681",83210,832,832,10295,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1998,"WEEKLY",38,38,"WEEK #38","1998-09-20","2014-11-01 00:00:00",6.8,NA,6.8
"1717",868,868,868,10331,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1997,"WEEKLY",35,35,"WEEK #35","1997-08-31","2014-11-01 00:00:00",4.3,NA,4.3
"1718",869,869,869,10332,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1997,"WEEKLY",36,36,"WEEK #36","1997-09-07","2014-11-01 00:00:00",5.7,NA,5.7
"1719",870,870,870,10333,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1997,"WEEKLY",37,37,"WEEK #37","1997-09-14","2014-11-01 00:00:00",6.3,NA,6.3
"1720",871,871,871,10334,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1997,"WEEKLY",38,38,"WEEK #38","1997-09-21","2014-11-01 00:00:00",6.7,NA,6.7
"1758",909,909,909,10372,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1996,"WEEKLY",35,35,"WEEK #35","1996-09-01","2014-11-01 00:00:00",2.3,NA,2.3
"1759",910,910,910,10373,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1996,"WEEKLY",36,36,"WEEK #36","1996-09-08","2014-11-01 00:00:00",2.5,NA,2.5
"1760",911,911,911,10374,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1996,"WEEKLY",37,37,"WEEK #37","1996-09-15","2014-11-01 00:00:00",4.7,NA,4.7
"1761",912,912,912,10375,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1996,"WEEKLY",38,38,"WEEK #38","1996-09-22","2014-11-01 00:00:00",5.2,NA,5.2
"1796",947,947,947,10410,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1995,"WEEKLY",35,35,"WEEK #35","1995-09-03","2014-11-01 00:00:00",6.6,NA,6.6
"1797",948,948,948,10411,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1995,"WEEKLY",36,36,"WEEK #36","1995-09-10","2014-11-01 00:00:00",6.8,NA,6.8
"1798",949,949,949,10412,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1995,"WEEKLY",37,37,"WEEK #37","1995-09-17","2014-11-01 00:00:00",6.9,NA,6.9
"1799",950,950,950,10413,"SURVEY","CROPS","CROP TOTALS","FIELDWORK","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","DAYS SUITABLE","DAYS / WEEK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","STATE",20,20,"KS","KANSAS",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9000,"UNITED STATES","KANSAS",1995,"WEEKLY",38,38,"WEEK #38","1995-09-24","2014-11-01 00:00:00",6.3,NA,6.3
