"","source_desc","sector_desc","group_desc","commodity_desc","class_desc","prodn_practice_desc","util_practice_desc","statisticcat_desc","unit_desc","short_desc","domain_desc","domaincat_desc","agg_level_desc","state_ansi","state_fips_code","state_alpha","state_name","asd_code","asd_desc","county_ansi","county_code","county_name","region_desc","zip_5","watershed_code","watershed_desc","congr_district_code","country_code","country_name","location_desc","year","freq_desc","begin_code","end_code","reference_period_desc","week_ending","load_time","Value","CV (%)"
"304","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","37","37","NC","NORTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NORTH CAROLINA","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","41,893",NA
"305","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","37","37","NC","NORTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NORTH CAROLINA","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","66,652",NA
"306","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","37","37","NC","NORTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","NORTH CAROLINA","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","93,718",NA
"307","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","40","40","OK","OKLAHOMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","OKLAHOMA","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","30,459","13.6"
"308","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","40","40","OK","OKLAHOMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","OKLAHOMA","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","21,969","8.0"
"309","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","40","40","OK","OKLAHOMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","OKLAHOMA","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","19,941",NA
"310","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","40","40","OK","OKLAHOMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","OKLAHOMA","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","27,731",NA
"311","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","40","40","OK","OKLAHOMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","OKLAHOMA","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","33,445",NA
"312","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","45","45","SC","SOUTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","SOUTH CAROLINA","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","21,709","36.7"
"313","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","45","45","SC","SOUTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","SOUTH CAROLINA","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","32,041","14.6"
"314","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","45","45","SC","SOUTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","SOUTH CAROLINA","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","21,777",NA
"315","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","45","45","SC","SOUTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","SOUTH CAROLINA","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","18,386",NA
"316","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","45","45","SC","SOUTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","SOUTH CAROLINA","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","38,229",NA
"317","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","47","47","TN","TENNESSEE",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TENNESSEE","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","14,595","59.2"
"318","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","47","47","TN","TENNESSEE",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TENNESSEE","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","15,236","26.5"
"319","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","47","47","TN","TENNESSEE",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TENNESSEE","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","18,337",NA
"320","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","47","47","TN","TENNESSEE",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TENNESSEE","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","28,458",NA
"321","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","47","47","TN","TENNESSEE",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TENNESSEE","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","38,800",NA
"322","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","48","48","TX","TEXAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TEXAS","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","174,572","9.2"
"323","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","48","48","TX","TEXAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TEXAS","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","291,487","10.6"
"324","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","48","48","TX","TEXAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TEXAS","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","236,306",NA
"325","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","48","48","TX","TEXAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TEXAS","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","333,334",NA
"326","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","48","48","TX","TEXAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","TEXAS","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","463,855",NA
"327","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","51","51","VA","VIRGINIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","VIRGINIA","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","8,162","(H)"
"328","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","51","51","VA","VIRGINIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","VIRGINIA","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","8,872","14.5"
"329","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","51","51","VA","VIRGINIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","VIRGINIA","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","6,838",NA
"330","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","51","51","VA","VIRGINIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","VIRGINIA","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","10,925",NA
"331","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","STATE","51","51","VA","VIRGINIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","VIRGINIA","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","23,961",NA
"332","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","01","01","AL","ALABAMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ALABAMA","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","545","35.9"
"333","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","01","01","AL","ALABAMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ALABAMA","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","593","18.3"
"334","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","01","01","AL","ALABAMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ALABAMA","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","778",NA
"335","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","01","01","AL","ALABAMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ALABAMA","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","1,227",NA
"336","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","01","01","AL","ALABAMA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ALABAMA","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","1,990",NA
"337","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","04","04","AZ","ARIZONA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARIZONA","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","(D)","(D)"
"338","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","04","04","AZ","ARIZONA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARIZONA","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","122","(H)"
"339","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","04","04","AZ","ARIZONA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARIZONA","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","190",NA
"340","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","04","04","AZ","ARIZONA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARIZONA","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","226",NA
"341","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","05","05","AR","ARKANSAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARKANSAS","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","(D)","(D)"
"342","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","05","05","AR","ARKANSAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARKANSAS","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","(D)","(D)"
"343","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","05","05","AR","ARKANSAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARKANSAS","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","113",NA
"344","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","05","05","AR","ARKANSAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARKANSAS","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","415",NA
"345","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","05","05","AR","ARKANSAS",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","ARKANSAS","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","545",NA
"346","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","131","18.5"
"347","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","298","46.5"
"348","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","142",NA
"349","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","613",NA
"350","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","06","06","CA","CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","CALIFORNIA","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","750",NA
"351","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","12","12","FL","FLORIDA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","FLORIDA","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","293","(H)"
"352","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","12","12","FL","FLORIDA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","FLORIDA","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","396","19.5"
"353","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","12","12","FL","FLORIDA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","FLORIDA","2007","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","183",NA
"354","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","12","12","FL","FLORIDA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","FLORIDA","2002","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","288",NA
"355","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","12","12","FL","FLORIDA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","FLORIDA","1997","ANNUAL","00","00","YEAR",NA,"2012-01-01 00:00:00","192",NA
"356","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","13","13","GA","GEORGIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","GEORGIA","2017","ANNUAL","00","00","YEAR",NA,"2018-02-01 00:00:00","1,356","21.6"
"357","CENSUS","CROPS","FIELD CROPS","COTTON","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA HARVESTED","ACRES","COTTON - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","STATE","13","13","GA","GEORGIA",NA,NA,NA,NA,NA,NA,NA,"00000000",NA,NA,"9000","UNITED STATES","GEORGIA","2012","ANNUAL","00","00","YEAR",NA,"2012-12-31 00:00:00","999","19.9"
